id,t,rx,ry,rz,vx,vy,vz,ux,uy,uz
35,11.192661068255454,-90.22,-871.0400000000002,-208.42,866,-713,156,401,-606,-608
35,11.57453527476564,-87.65,-861.5500000000002,-216.52999999999997,-60,-279,542,410,-374,782
35,12.45072175130044,-81.96000000000001,-867.9000000000002,-225.93999999999997,-926,-172,19,511,-171,-734
35,13.1421831631259,-80.45,-864.1300000000002,-230.64999999999998,874,890,-683,-926,377,-583
35,13.189923373802394,-80.94,-855.0900000000003,-238.79999999999998,282,371,-699,247,-293,862
35,13.536601144463612,-75.16,-859.2200000000003,-244.17,644,-722,510,-95,940,505
35,14.237601192463975,-76.75,-858.1300000000002,-253.92,-501,-541,-496,-118,-222,131
35,14.479835199675442,-75.52,-858.1800000000002,-255.32,5,-343,9,32,-780,347
35,14.644013560959094,-70.46,-861.7600000000002,-254.26999999999998,-67,802,-728,-222,-509,754
35,14.751437218779367,-66.80999999999999,-866.8500000000003,-253.42999999999998,-194,-35,949,-76,979,-394
35,15.39315992455637,-65.35,-869.5100000000002,-254.73999999999998,-570,-590,-651,-44,-985,-66
35,15.601775247097114,-68.97999999999999,-868.7300000000002,-255.55999999999997,-390,997,878,-644,-53,-242
35,15.684484696305104,-73.14999999999999,-865.5900000000003,-249.85999999999999,-226,-355,322,553,352,-824
35,15.789015405778525,-67.67999999999999,-861.0100000000002,-247.45,403,-627,152,924,559,-239
35,16.598697898459076,-60.599999999999994,-865.5400000000002,-244.69,-206,40,543,-682,-929,-402
35,17.149635302210946,-60.099999999999994,-857.3700000000002,-248.52,-759,-126,-796,-400,843,-533
35,17.510632248799414,-68.05999999999999,-858.5100000000002,-247.9,-303,-592,313,-479,-404,-701
35,17.569024375931473,-69.54999999999998,-862.0900000000003,-251.81,712,-553,-258,-522,339,-643
35,17.89172559740874,-73.06999999999998,-866.5800000000003,-253.25,403,-454,573,-332,-216,-696
35,18.590630635338847,-75.54999999999998,-862.7700000000003,-252.32,881,157,-895,-881,-937,-943
35,19.164719333025612,-67.49999999999999,-866.2500000000003,-250.07,645,497,-992,371,-989,113
35,19.444126035685674,-60.12999999999999,-869.3500000000004,-248.66,805,-874,439,820,-75,690
35,20.172750534047772,-52.73999999999999,-863.7700000000003,-253.9,-205,-887,685,-269,225,814
35,21.058757448794257,-56.26999999999999,-868.0600000000003,-245.71,628,-149,325,904,183,105
35,21.888171387921144,-60.57999999999999,-858.7300000000002,-248.37,760,-1000,-173,-557,-273,-957
35,22.58636966162152,-55.60999999999999,-863.3600000000002,-249.64000000000001,-742,-232,860,-32,-213,93
35,23.518398460862986,-48.269999999999996,-868.9100000000002,-244.41000000000003,-953,-194,-149,-36,-980,328
35,23.56766457165755,-42.419999999999995,-871.6400000000002,-246.92000000000002,423,-383,581,538,-155,922
35,23.893909144236357,-35.66,-869.9500000000002,-238.84,-247,-987,653,594,-797,-286
35,24.389314196505577,-41.209999999999994,-871.3800000000001,-239.17000000000002,13,-302,361,-948,-497,-44
35,25.248714139187175,-46.78999999999999,-874.8600000000001,-231.03000000000003,349,436,343,452,-877,239
35,25.263656451976097,-37.78999999999999,-866.9900000000001,-240.62000000000003,467,-837,-861,-420,-174,772
35,25.355536169940386,-30.569999999999993,-859.7500000000001,-240.66000000000003,-246,176,195,-962,-292,-951
35,25.38662891683349,-24.939999999999994,-852.2600000000001,-237.88000000000002,-65,-870,-449,139,-119,42
35,25.418907975855518,-28.809999999999995,-844.7800000000001,-231.07000000000002,63,34,-560,354,240,-569
35,26.11252017471432,-22.149999999999995,-842.2700000000001,-236.49,-926,-406,232,-267,-890,924
35,26.294959879678256,-26.769999999999996,-840.1600000000001,-238.05,609,389,278,372,-125,845
35,26.324205537393162,-30.309999999999995,-849.07,-232.74,78,-886,138,679,-20,-976
35,26.638994345035773,-20.409999999999997,-843.1700000000001,-238.17000000000002,667,114,-478,507,-532,107
35,26.730143400098683,-13.439999999999998,-845.3000000000001,-239.61,-501,630,-688,687,888,-13
35,26.829256579063557,-11.509999999999998,-852.48,-232.59,933,328,797,166,-218,229
35,27.246658994891654,-12.129999999999997,-854.84,-232.76,469,287,215,-76,-921,-576
35,27.495554436258754,-7.459999999999997,-847.6,-224.84,876,-572,493,945,72,224
35,28.069423866805394,-4.219999999999997,-853.5500000000001,-219.62,-918,-249,-990,-712,-91,849
35,28.818450630184852,-9.129999999999997,-849.1800000000001,-224.66,-353,-685,-902,-372,-657,-962
35,29.030051270167757,-2.5399999999999974,-851.1600000000001,-215.46,-152,-637,519,788,-756,953
35,29.725500071930842,-5.179999999999998,-849.0200000000001,-215.61,382,696,980,47,507,-612
35,30.067931342372834,-3.809999999999998,-859.0000000000001,-212.63000000000002,236,320,358,-618,618,683
35,31.036991894550024,3.8400000000000025,-854.8800000000001,-217.72000000000003,-490,272,-886,34,225,-611
35,31.16900227391293,9.950000000000003,-857.9600000000002,-227.23000000000002,495,-974,-632,-114,-933,784
35,31.992354256582903,11.700000000000003,-856.4000000000002,-235.35000000000002,539,-640,263,541,473,897
35,32.303797390854776,5.790000000000003,-859.6800000000002,-241.08,-75,709,-427,946,-994,496
35,32.69878700979783,7.140000000000002,-851.6400000000002,-234.24,39,-550,-486,-492,66,597
35,32.980176815793165,0.8900000000000023,-855.0600000000002,-230.13,473,-396,240,842,-313,-868
35,33.04025357192096,-1.5799999999999979,-852.3800000000002,-227.7,-758,850,-613,967,777,-274
35,33.51495592359253,-8.159999999999998,-843.4600000000003,-233.78,-792,407,-492,-236,-324,912
35,33.66036443184714,-1.4599999999999982,-838.6400000000002,-240.59,-448,253,235,204,-376,126
35,33.979258151994344,-0.41999999999999815,-835.0100000000002,-234.92000000000002,-122,182,393,402,-137,882
35,34.01063581008736,7.420000000000002,-831.8400000000003,-229.64000000000001,451,-231,240,586,-843,491
35,34.65672547034033,10.650000000000002,-834.6400000000002,-223.20000000000002,391,647,276,597,630,-70
35,35.125223876362334,6.410000000000002,-842.1200000000002,-216.18,-107,293,-960,281,-153,-133
35,35.82276424415724,1.5600000000000023,-838.2900000000002,-222.44,-393,48,-568,-377,422,-202
